Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Ravinder Heights Ltd,RVHL,"Real Estate","257.752110438","42.03","-119.88470252930233"
Arihant Foundations & Housing Ltd,ARIHANT,"Real Estate","252.582","293.7","18.69592894152481"
Alpine Housing Development Corporation Limited,ALPINEHOU,"Real Estate","245.45129466","141.7","71.56014421574339"
Sanmit Infra Ltd,SANINFRA,"Real Estate","237.8012875","15.05","53.19939317673366"
AMJ Land Holdings Ltd,AMJLAND,"Real Estate","226.443","55.23","20.41866546438233"
Coral India Finance and Housing Ltd,CORALFINAC,"Real Estate","225.28943775","55.9","10.846867489167066"
Supreme Holdings & Hospitality (India) Ltd,SUPREME,"Real Estate","221.46251332100002","59.57","28.211785136433093"
Pansari Developers Ltd,PANSARI,"Real Estate","220.6322328","126.46","42.34783738963531"
S V Global Mill Ltd,SVGLOBAL,"Real Estate","199.8168185","110.5","317.16955317460446"
V R Infraspace Ltd,VR,"Real Estate","197.9352","222.9","82.47299999999998"
Homesfy Realty Ltd,HOMESFY,"Real Estate","197.67144","647","52.85332620320862"
Radhe Developers (India) Ltd,RADHEDE,"Real Estate","184.316868","3.66","-39.72346293103449"
Housing Development and Infrastructure Ltd,HDIL,"Real Estate","180.12152","3.8","-17.47056450048497"
Ratnabhumi Developers Ltd,RATNABHUMI,"Real Estate","176.7985","129.05","679.994230769233"
Landmark Property Development Co Ltd,LPDC,"Real Estate","171.83738796","12.81","-14.661893170648463"
Art Nirman Ltd,ARTNIRMAN,"Real Estate","162.413648","65.08","138.81508376068368"
Manas Properties Ltd,MANAS,"Real Estate","162.24","390","6.726368159203981"
Tulive Developers Ltd,TULIVE,"Real Estate","159.8977125","742.2","-170.10394946808512"
Thakkers Developers Ltd,THAKDEV,"Real Estate","159.525","177.25","-167.92105263157862"
Ansal Housing Ltd,ANSALHSG,"Real Estate","157.585878764","22.63","19.847088005541533"
HB Estate Developers Ltd,HBESD,"Real Estate","156.28283435699998","80.31","40.27908101984524"
Shervani Industrial Syndicate Ltd,SHERVANI,"Real Estate","153.8637854","598","4.987480888168559"
Motor and General Finance Ltd,MOTOGENFIN,"Real Estate","153.24349082999998","39.57","132.10645761206894"
Ansal Properties and Infrastructure Ltd,ANSALAPI,"Real Estate","150.636466332","9.57","-3.429792038524586"
Prerna Infrabuild Ltd,PRERINFRA,"Real Estate","139.4522658","38.6","26.817743423076926"
Raja Bahadur International Ltd,RAJABAH,"Real Estate","137.16125","5486.45","109.72900000000023"
Bhagyanagar Properties Ltd,BHAGYAPROP,"Real Estate","134.858925","42.15","35.77159814323608"
Rainbow Foundations Ltd,RAINBOWF,"Real Estate","122.8539204","24.76","32.07674161879904"
Ansal Buildwell Ltd,ANSALBU,"Real Estate","119.10138759000002","161.3","8.208227952446592"
Shri Krishna Devcon Ltd,SHRIKRISH,"Real Estate","116.2","41.5","26.053811659192817"
Skyline Millars Ltd,SKYLMILAR,"Real Estate","102.4109405","25.46","-102.4109405"
Trescon Ltd,TRESCON,"Real Estate","98.581776","13.6","69.91615319148936"
Krishna Ventures Ltd,KRISHNA,"Real Estate","92.3508","85.51","-196.4910638297872"
Sam Industries Ltd,SAMINDUS,"Real Estate","84.84897244","76.52","7.9150160858208976"
Shree Krishna Infrastructure Ltd,SKIFL,"Real Estate","84.59","76.9","2114.7500000000014"
Max Heights Infrastructure Ltd,MAXHEIGHTS,"Real Estate","83.38447995","53.42","219.43284197368325"
Modipon Ltd,MODIPON,"Real Estate","76.98498185","66.5","-132.73272732758622"
Poddar Housing and Development Ltd,PODDARHOUS,"Real Estate","67.32724480499999","92.65","-1.3552182931763284"
3P Land Holdings Ltd,3PLAND,"Real Estate","67.086","37.27","37.269999999999996"
Country Condo's Ltd,COUNCODOS,"Real Estate","61.7674508","7.96","38.604656750000075"
Luharuka Media & Infra Ltd,LUHARUKA,"Real Estate","61.48032","5.279999999999999","102.46720000000002"
The Victoria Mills Ltd,VICTMILL,"Real Estate","60.2310016","6111.1","82.50822136986324"
Shreeshay Engineers Ltd,SHREESHAY,"Real Estate","58.93995974400001","44.64","54.073357563302636"
BDR Buildcon Ltd,BDR,"Real Estate","58.243425","87.65","-126.6161413043478"
Zodiac Ventures Ltd,ZODIACVEN,"Real Estate","57.32475","15.25","130.2835227272726"
Gujrat Credit Corporation Ltd,GUJCRED,"Real Estate","57","22.8","-570"
Prime Property Development Corp Ltd,PRIMEPRO,"Real Estate","55.71605564","32.83","8.545407306748467"
Grovy India Ltd,GROVY,"Real Estate","54.6787152","164","55.23102545454559"
Nimbus Projects Ltd,NIMBSPROJ,"Real Estate","54.02743","49.85","5402.742999999876"
Simplex Realty Ltd,SIMPLXREA,"Real Estate","50.65905417","169.35","9.93314787647059"
Tirupati Sarjan Ltd,TIRSARJ,"Real Estate","49.002067125","14.85","12.405586613924092"
Manjeera Constructions Ltd,MANJEERA,"Real Estate","48.720288110000006","38.95","35.5622540948906"
Swasti Vinayaka Art and Heritage Corporation Ltd,SVARTCORP,"Real Estate","44.82","4.98","21.86341463414636"
Genus Prime Infra Ltd,GENUSPRIME,"Real Estate","44.3315268","29.7","-22.1657634"
Techindia Nirman Ltd,TECHIN,"Real Estate","42.2617","29.5","-105.65424999999999"
HCKK Ventures Ltd,HCKKVENTURE,"Real Estate","37.471","101","149.88400000000001"
Future Market Networks Ltd,FMNL,"Real Estate","37.001036983","6.43","-5.967909190806456"
Shaival Reality Ltd,SHAIVAL,"Real Estate","35.3007","30.5","-49.02875"
Adhbhut Infrastructure Ltd,ADHBHUTIN,"Real Estate","31.35","28.5","36.034482758620705"
Rodium Realty Ltd,RODIUM,"Real Estate","30.85505","95","23.199285714285704"
Martin Burn Ltd,MARBU,"Real Estate","29.351227005000002","56.95","25.086518807692322"
Popular Estate Management Ltd,POPULARES,"Real Estate","27.860398","19.9","-31.303817977528094"
SSPDL Ltd,SSPDL,"Real Estate","27.00920325","20.89","-9.47691342105262"
Parshwanath Corp Ltd,PARSHWANA,"Real Estate","24.772830669999998","79.1","48.57417778431372"
Bhanderi Infracon Ltd,BHANDERI,"Real Estate","23.836788","91.8",
IITL Projects Ltd,IITLPROJ,"Real Estate","22.95814","46","1.0185510204081631"
RTCL Ltd,RAGHUTOB,"Real Estate","21.470093130000002","17.89","10.223853871428572"
ETT Ltd,ETT,"Real Estate","20.86440215","21.05","12.060348063583815"
Shricon Industries Ltd,SHRICON,"Real Estate","20.46","165","23.517241379310345"
Sanathnagar Enterprises Ltd,SEL,"Real Estate","20.14425","63.95","6.851785714285712"
Nyssa Corporation Ltd,NYSSACORP,"Real Estate","19.59","6.53","8.336170212765952"
Skyline Ventures India Ltd,SKILVEN,"Real Estate","17.667539272","44.54","-28.496031083870967"
Square Four Projects India Ltd,SFPIL,"Real Estate","17.0086326","8.67","-106.30395374999998"
Dhanuka Realty Ltd,DRL,"Real Estate","16.7184864","21.6","16.39067294117647"
RAP Media Ltd,RAP,"Real Estate","16.23156","27.6","-20.289450000000006"
Anna Infrastructures Ltd,ANNAINFRA,"Real Estate","14.0372","36.94","23.39533333333333"
Rander Corp Ltd,RANDER,"Real Estate","14.002495","11.35","7.610051630434785"
Sterling Greenwoods Ltd,STRGRENWO,"Real Estate","13.774746312000001","32.49","-7.366174498395722"
Asia Pack Ltd,ASIAPAK,"Real Estate","13.756782719999999","52.16","37.18049383783783"
Jet infraventure Ltd,JETINFRA,"Real Estate","13.131576","20.19","218.85960000000009"
Surya India Ltd,SURYAINDIA,"Real Estate","12.7491434","18.25","1.372351280947255"
Swagtam Trading and Services Ltd,SWAGTAM,"Real Estate","12.35739","103.8","102.97824999999993"
KMF Builders and Developers Ltd,KMFBLDR,"Real Estate","9.98924","8.2","21.253702127659505"
Ladam Affordable Housing Ltd,LAHL,"Real Estate","9.976007","7.72","-99.76006999999996"
Neo Infracon Ltd,NEOINFRA,"Real Estate","9.02156","17","-69.39661538461517"
Athena Constructions Ltd,ATHCON,"Real Estate","6.87","9.16","-40.411764705882355"
Sharanam Infraproject and Trading Ltd,SIPTL,"Real Estate","6.700134","0.86","335.00669999999946"
Shree Precoated Steels Ltd,SPSL,"Real Estate","6.632123004","16.02","-11.43469483448276"
Raghunath International Ltd,RAGHUNAT,"Real Estate","6.0302412","12.06","46.38647076923077"
Patidar Buildcon Ltd,PATIDAR,"Real Estate","5.74809565","10.45","-63.86772944444441"
Gyan Developers and Builders Ltd,GYANDEV,"Real Estate","5.286","17.62","35.24"
Sikozy Realtors Ltd,SIKOZY,"Real Estate","5.216211","1.17","-37.258649999999996"
Pushpanjali Realms and Infratech Ltd,PUSHPREALM,"Real Estate","5.055555","4.85","-1.326917322834645"
Epsom Properties Ltd,EPSOMPRO,"Real Estate","5.0157344","6.73","-13.19930105263158"
Aarcon Facilities Ltd,RBGUPTA,"Real Estate","4.34484","7.29","18.890608695652173"
Decorous Investment and Trading Co Ltd,DITCO,"Real Estate","3.0222","8.76","20.147999999999993"
Sheraton Properties and Finance Ltd,ZSHERAPR,"Real Estate","1.3824","11.52","0.07396468699839488"
Ridhi Synthetics Ltd,RIDHISYN,"Real Estate","0.494022","4.11","0.331558389261745"
Antariksh Industries Ltd,ANTARIKSH,"Real Estate","0.0268","1.34","0.15764705882352903"
Real Growth Corporation Ltd,RGCORP,"Real Estate",,,"0"
Vsd Confin Ltd,VSDCONF,"Real Estate",,"0","0"
Terraform Realstate Ltd,TERRAREAL,"Real Estate",,"0","0"
Terraform Magnum Ltd,TERRAFORM,"Real Estate",,"0","0"
