Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,,
52 Weeks Entertainment Ltd,SHAQUAK,Movies & TV Serials,5.72032,1.64,33.64894117647058,,"SAREGAMA,NETWORK18,TIPSINDLTD,PANORAMA,BALAJITELE,UFO,SHEMAROO,MADHUVEER,TIPSFILMS,EROSMEDIA,BAGFILMS,BAWEJA,GVFILM,BTML,MUKTAARTS,ACCEL,CINEVISTA,PNC,VELS,BABA,MEDIAONE,SHALPRO,PICTUREHS,INSPIRE,ORIENTTR,COLORCHIPS,VRFILMS,ALAN SCOTT,UNISTRMU,RADAAN,CREATIVEYE,VISIONCO,BGIL,FILME,SHAQUAK"
Padmalaya Telefilms Ltd,PADMALAYAT,Movies & TV Serials,4.879,2.87,-23.23333333,,"SAREGAMA,NETWORK18,TIPSINDLTD,PANORAMA,BALAJITELE,UFO,SHEMAROO,MADHUVEER,TIPSFILMS,EROSMEDIA,BAGFILMS,BAWEJA,GVFILM,BTML,MUKTAARTS,ACCEL,CINEVISTA,PNC,VELS,BABA,MEDIAONE,SHALPRO,PICTUREHS,INSPIRE,ORIENTTR,COLORCHIPS,VRFILMS,ALAN SCOTT,UNISTRMU,RADAAN,CREATIVEYE,VISIONCO,BGIL,FILME,SHAQUAK,PADMALAYAT"
Universal Arts Ltd,UNIVARTS,Movies & TV Serials,4.7257326,4.74,-24.87227684,,"SAREGAMA,NETWORK18,TIPSINDLTD,PANORAMA,BALAJITELE,UFO,SHEMAROO,MADHUVEER,TIPSFILMS,EROSMEDIA,BAGFILMS,BAWEJA,GVFILM,BTML,MUKTAARTS,ACCEL,CINEVISTA,PNC,VELS,BABA,MEDIAONE,SHALPRO,PICTUREHS,INSPIRE,ORIENTTR,COLORCHIPS,VRFILMS,ALAN SCOTT,UNISTRMU,RADAAN,CREATIVEYE,VISIONCO,BGIL,FILME,SHAQUAK,PADMALAYAT,UNIVARTS"
Purple Entertainment Ltd,PURPLE,Movies & TV Serials,4.124125305,4.77,34.36771087499999,,"SAREGAMA,NETWORK18,TIPSINDLTD,PANORAMA,BALAJITELE,UFO,SHEMAROO,MADHUVEER,TIPSFILMS,EROSMEDIA,BAGFILMS,BAWEJA,GVFILM,BTML,MUKTAARTS,ACCEL,CINEVISTA,PNC,VELS,BABA,MEDIAONE,SHALPRO,PICTUREHS,INSPIRE,ORIENTTR,COLORCHIPS,VRFILMS,ALAN SCOTT,UNISTRMU,RADAAN,CREATIVEYE,VISIONCO,BGIL,FILME,SHAQUAK,PADMALAYAT,UNIVARTS,PURPLE"
IDream Film Infrastructure Company Ltd,SOFTBPO,Movies & TV Serials,1.27575,85.05,-7.9734375,,"SAREGAMA,NETWORK18,TIPSINDLTD,PANORAMA,BALAJITELE,UFO,SHEMAROO,MADHUVEER,TIPSFILMS,EROSMEDIA,BAGFILMS,BAWEJA,GVFILM,BTML,MUKTAARTS,ACCEL,CINEVISTA,PNC,VELS,BABA,MEDIAONE,SHALPRO,PICTUREHS,INSPIRE,ORIENTTR,COLORCHIPS,VRFILMS,ALAN SCOTT,UNISTRMU,RADAAN,CREATIVEYE,VISIONCO,BGIL,FILME,SHAQUAK,PADMALAYAT,UNIVARTS,PURPLE,SOFTBPO"
Revati Organics Ltd,REVAORG,Movies & TV Serials,,,0,,"SAREGAMA,NETWORK18,TIPSINDLTD,PANORAMA,BALAJITELE,UFO,SHEMAROO,MADHUVEER,TIPSFILMS,EROSMEDIA,BAGFILMS,BAWEJA,GVFILM,BTML,MUKTAARTS,ACCEL,CINEVISTA,PNC,VELS,BABA,MEDIAONE,SHALPRO,PICTUREHS,INSPIRE,ORIENTTR,COLORCHIPS,VRFILMS,ALAN SCOTT,UNISTRMU,RADAAN,CREATIVEYE,VISIONCO,BGIL,FILME,SHAQUAK,PADMALAYAT,UNIVARTS,PURPLE,SOFTBPO,REVAORG"
Zomato Ltd,ZOMATO,Online Services,203630.9582,234.09,580.1451799742308,,ZOMATO
Info Edge (India) Ltd,NAUKRI,Online Services,89187.03564336999,6904.45,155.0539562645515,,"ZOMATO,NAUKRI"
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,Online Services,78440,980.5,70.59734134948566,,"ZOMATO,NAUKRI,IRCTC"
PB Fintech Ltd,POLICYBZR,Online Services,65363.30279,1441.25,975.8629858502543,,"ZOMATO,NAUKRI,IRCTC,POLICYBZR"
Indiamart Intermesh Ltd,INDIAMART,Online Services,17074.65355,2848.15,51.12784032129599,,"ZOMATO,NAUKRI,IRCTC,POLICYBZR,INDIAMART"
Just Dial Ltd,JUSTDIAL,Online Services,10370.237188489999,1219.45,28.573656596285762,,"ZOMATO,NAUKRI,IRCTC,POLICYBZR,INDIAMART,JUSTDIAL"
MedPlus Health Services Ltd,MEDPLUS,Online Services,8147.966207,682.1,124.41542536723313,,"ZOMATO,NAUKRI,IRCTC,POLICYBZR,INDIAMART,JUSTDIAL,MEDPLUS"
Le Travenues Technology Ltd,IXIGO,Online Services,6573.408925,169.67,,,"ZOMATO,NAUKRI,IRCTC,POLICYBZR,INDIAMART,JUSTDIAL,MEDPLUS,IXIGO"
