Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,
Facor Alloys Ltd,FACORALL,Iron & Steel,136.8831485,7,-6.875095354,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL"
Garg Furnace Ltd,GARGFUR,Iron & Steel,136.555781,296.3,24.60464523,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR"
Goyal Aluminiums Ltd,GOYALALUM,Iron & Steel,134.0260804,9.54,52.35393766,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM"
Bhagwati Autocast Ltd,BGWTATO,Iron & Steel,132.8139358,461.05,19.19276529,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO"
National Fittings Ltd,NATFIT,Iron & Steel,126.8920525,139.7,21.72809119,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT"
Shah Alloys Ltd,SHAHALLOYS,Iron & Steel,118.0131359,59.61,-6.331176821,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS"
Mangalam Alloys Ltd,MAL,Iron & Steel,105.5323379,42.75,9.192712363,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL"
Deem Roll Tech Ltd,DEEM,Iron & Steel,102.7985638,123.3,13.16242814,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM"
Remi Edelstahl Tubulars Ltd,REMIEDEL,Iron & Steel,101.2467456,92.19,72.83938532,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL"
Tayo Rolls Ltd,TATAYODOGA,Iron & Steel,95.48826111,93.06,-28.9358367,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA"
Ganga Forging Ltd,GANGAFORGE,Iron & Steel,92.06992309,6.83,209.2498252,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE"
Nova Iron and Steel Ltd,NOVIS,Iron & Steel,86.66249222,23.98,-48.14582901,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE,NOVIS"
Kanishk Steel Industries Ltd,KANSHST,Iron & Steel,79.76318757,28.05,30.56060826,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE,NOVIS,KANSHST"
Auto Pins (India) Ltd,AUTOPINS,Iron & Steel,79.18548525,138.75,76.87911189,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE,NOVIS,KANSHST,AUTOPINS"
Rathi Bars Ltd,RATHIBAR,Iron & Steel,76.18111541,46.65,21.27964117,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE,NOVIS,KANSHST,AUTOPINS,RATHIBAR"
Smiths & Founders (India) Ltd,SMFIL,Iron & Steel,72.6215258,7.12,113.4711341,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE,NOVIS,KANSHST,AUTOPINS,RATHIBAR,SMFIL"
Metal Coatings (India) Ltd,METALCO,Iron & Steel,61.9187868,84.51,25.06833474,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE,NOVIS,KANSHST,AUTOPINS,RATHIBAR,SMFIL,METALCO"
Ankit Metal & Power Ltd,ANKITMETAL,Iron & Steel,60.8186255,4.31,-0.615884815,"Iron & Steel,TATASTEEL,JINDALSTEL,BHARATFORG,SAIL,JSL,KIOCL,SHYAMMETL,PTCIL,WELCORP,JAIBALAJI,NSLNISP,GPIL,NAVA,USHAMART,KIRLFER,SARDAEN,GALLANTT,SURYAROSNI,BANSALWIRE,JAYNECOIND,SUNFLAG,TINPLATE,VENUSPIPES,JTLIND,ISMTLTD,IMFA,KSL,SBCL,PRAKASH,RAJRATAN,MAITHANALL,SALASAR,GOODLUCK,MMFL,MUKANDLTD,PENIND,WELSPLSOL,DEEDEV,VSSL,AEROFLEX,BHARATWIRE,STEELXIND,BMW,KAMDHENU,BEEKAY,STEELCAS,MSPL,NELCAST,ELECTHERM,SUPERSHAKT,VRAJ,SURAJ,BEDMUTHA,DPWIRES,ATMASTCO,UNIABEXAL,KRITIKA,VSTL,GEEKAYWIRE,RUDRA,IBRIGST,PRADPME,SURAJLTD,PANCHMAHQ,SHYAMCENT,MANAKSTEEL,SCANSTL,MWL,SHRDAIS,VISASTEEL,TEMBO,SHBAJRG,SHAH,INCREDIBLE,MAGNAELQ,KALYANIFRG,SALSTEEL,MAHASTEEL,GUJINTRX,BIHSPONG,SIMPLEXCAS,CMNL,KAJARIR,ISWL,SWASTIK,VASWANI,FACORALL,GARGFUR,GOYALALUM,BGWTATO,NATFIT,SHAHALLOYS,MAL,DEEM,REMIEDEL,TATAYODOGA,GANGAFORGE,NOVIS,KANSHST,AUTOPINS,RATHIBAR,SMFIL,METALCO,ANKITMETAL"
