Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,
Link Pharmachem Ltd,LINKPH,Commodity Chemicals,18.41947606,41.48,-13.5437324,"SOLARINDS,LINDEINDIA,DEEPAKNTR,SUMICHEM,CASTROLIND,HSCL,PCBL,ACI,EPIGRAL,GULFOILLUB,GRWRHITECH,RAIN,GUJALKALI,NOCIL,GHCL,STYRENIX,TIDEWATER,SOTL,DDEVPLASTIK,INDIAGLYCO,POLYPLEX,BEPL,PREMEXPLN,TIRUMALCHM,KINGFA,REFEX,IOLCP,VIDHIING,MOL,RPEL,SIGACHI,GOCLCORP,DCW,SADHNANIQ,AGARIND,AMNPLST,JYOTIRES,ANDHRSUGAR,PLATIND,ULTRAMAR,ESTER,CHEMFAB,POCL,KAMOPAINTS,JGCHEM,VALIANTORG,TGVSL,SRHHYPOLTD,TUTIALKA,BODALCHEM,KOTHARIPET,TRANSPEK,ANDHRAPET,PRIMO,TNPETRO,NIKHILAD,INDOBORAX,NPL,DIAMINESQ,BHARATAGRI,RUBFILA,HIGREEN,DYNPRO,AMAL,MGEL,ROYALIND,MANORG,AAL,KELENRG,ALUFLUOR,GULFPETRO,HOCL,POEL,INDTONER,GOYALSALT,OCCL,CHEMCRUX,LORDSCHLO,HINDCON,INDGELA,INFINIUM,GMPL,KANCHI,SAH,MITSU,IVP,DUCOL,VITAL,CAPRIHANS,BASANTGL,KESARPE,JOCIL,TIRUSTA,POLSON,ECOPLAST,RISHIROOP,SAMPANN,GUJCMDS,ALKALI,ISHANCH,MYSORPETRO,SAMRATPH,ARCHITORG,PROLIFE,BRIGHTBR,POLYLINK,ARABIAN,RCDL,SVCIND,NOL,AGARWALFT,HARDCAS,ARCL,SUCROSA,AEONXDIGI,AXELPOLY,KEMISTAR,CONTPTR,SANGINITA,VINYOFL,REXSEAL,SHHARICH,HINFLUR,TECILCHEM,TCMLMTD,VENLONENT,SRECR,JAYCH,AMCOIND,COMMAND,RITESHIN,VAMSHIRU,LINKPH"
Lime Chemicals Ltd,LIMECHM,Commodity Chemicals,18.40187551,28.29,-37.55484798,"SOLARINDS,LINDEINDIA,DEEPAKNTR,SUMICHEM,CASTROLIND,HSCL,PCBL,ACI,EPIGRAL,GULFOILLUB,GRWRHITECH,RAIN,GUJALKALI,NOCIL,GHCL,STYRENIX,TIDEWATER,SOTL,DDEVPLASTIK,INDIAGLYCO,POLYPLEX,BEPL,PREMEXPLN,TIRUMALCHM,KINGFA,REFEX,IOLCP,VIDHIING,MOL,RPEL,SIGACHI,GOCLCORP,DCW,SADHNANIQ,AGARIND,AMNPLST,JYOTIRES,ANDHRSUGAR,PLATIND,ULTRAMAR,ESTER,CHEMFAB,POCL,KAMOPAINTS,JGCHEM,VALIANTORG,TGVSL,SRHHYPOLTD,TUTIALKA,BODALCHEM,KOTHARIPET,TRANSPEK,ANDHRAPET,PRIMO,TNPETRO,NIKHILAD,INDOBORAX,NPL,DIAMINESQ,BHARATAGRI,RUBFILA,HIGREEN,DYNPRO,AMAL,MGEL,ROYALIND,MANORG,AAL,KELENRG,ALUFLUOR,GULFPETRO,HOCL,POEL,INDTONER,GOYALSALT,OCCL,CHEMCRUX,LORDSCHLO,HINDCON,INDGELA,INFINIUM,GMPL,KANCHI,SAH,MITSU,IVP,DUCOL,VITAL,CAPRIHANS,BASANTGL,KESARPE,JOCIL,TIRUSTA,POLSON,ECOPLAST,RISHIROOP,SAMPANN,GUJCMDS,ALKALI,ISHANCH,MYSORPETRO,SAMRATPH,ARCHITORG,PROLIFE,BRIGHTBR,POLYLINK,ARABIAN,RCDL,SVCIND,NOL,AGARWALFT,HARDCAS,ARCL,SUCROSA,AEONXDIGI,AXELPOLY,KEMISTAR,CONTPTR,SANGINITA,VINYOFL,REXSEAL,SHHARICH,HINFLUR,TECILCHEM,TCMLMTD,VENLONENT,SRECR,JAYCH,AMCOIND,COMMAND,RITESHIN,VAMSHIRU,LINKPH,LIMECHM"
MPL Plastics Ltd,MPL,Commodity Chemicals,18.2832573,14.63,2.015794631,"SOLARINDS,LINDEINDIA,DEEPAKNTR,SUMICHEM,CASTROLIND,HSCL,PCBL,ACI,EPIGRAL,GULFOILLUB,GRWRHITECH,RAIN,GUJALKALI,NOCIL,GHCL,STYRENIX,TIDEWATER,SOTL,DDEVPLASTIK,INDIAGLYCO,POLYPLEX,BEPL,PREMEXPLN,TIRUMALCHM,KINGFA,REFEX,IOLCP,VIDHIING,MOL,RPEL,SIGACHI,GOCLCORP,DCW,SADHNANIQ,AGARIND,AMNPLST,JYOTIRES,ANDHRSUGAR,PLATIND,ULTRAMAR,ESTER,CHEMFAB,POCL,KAMOPAINTS,JGCHEM,VALIANTORG,TGVSL,SRHHYPOLTD,TUTIALKA,BODALCHEM,KOTHARIPET,TRANSPEK,ANDHRAPET,PRIMO,TNPETRO,NIKHILAD,INDOBORAX,NPL,DIAMINESQ,BHARATAGRI,RUBFILA,HIGREEN,DYNPRO,AMAL,MGEL,ROYALIND,MANORG,AAL,KELENRG,ALUFLUOR,GULFPETRO,HOCL,POEL,INDTONER,GOYALSALT,OCCL,CHEMCRUX,LORDSCHLO,HINDCON,INDGELA,INFINIUM,GMPL,KANCHI,SAH,MITSU,IVP,DUCOL,VITAL,CAPRIHANS,BASANTGL,KESARPE,JOCIL,TIRUSTA,POLSON,ECOPLAST,RISHIROOP,SAMPANN,GUJCMDS,ALKALI,ISHANCH,MYSORPETRO,SAMRATPH,ARCHITORG,PROLIFE,BRIGHTBR,POLYLINK,ARABIAN,RCDL,SVCIND,NOL,AGARWALFT,HARDCAS,ARCL,SUCROSA,AEONXDIGI,AXELPOLY,KEMISTAR,CONTPTR,SANGINITA,VINYOFL,REXSEAL,SHHARICH,HINFLUR,TECILCHEM,TCMLMTD,VENLONENT,SRECR,JAYCH,AMCOIND,COMMAND,RITESHIN,VAMSHIRU,LINKPH,LIMECHM,MPL"
Pratiksha Chemicals Ltd,PRATIKSH,Commodity Chemicals,12.9510405,23.25,259.02081,"SOLARINDS,LINDEINDIA,DEEPAKNTR,SUMICHEM,CASTROLIND,HSCL,PCBL,ACI,EPIGRAL,GULFOILLUB,GRWRHITECH,RAIN,GUJALKALI,NOCIL,GHCL,STYRENIX,TIDEWATER,SOTL,DDEVPLASTIK,INDIAGLYCO,POLYPLEX,BEPL,PREMEXPLN,TIRUMALCHM,KINGFA,REFEX,IOLCP,VIDHIING,MOL,RPEL,SIGACHI,GOCLCORP,DCW,SADHNANIQ,AGARIND,AMNPLST,JYOTIRES,ANDHRSUGAR,PLATIND,ULTRAMAR,ESTER,CHEMFAB,POCL,KAMOPAINTS,JGCHEM,VALIANTORG,TGVSL,SRHHYPOLTD,TUTIALKA,BODALCHEM,KOTHARIPET,TRANSPEK,ANDHRAPET,PRIMO,TNPETRO,NIKHILAD,INDOBORAX,NPL,DIAMINESQ,BHARATAGRI,RUBFILA,HIGREEN,DYNPRO,AMAL,MGEL,ROYALIND,MANORG,AAL,KELENRG,ALUFLUOR,GULFPETRO,HOCL,POEL,INDTONER,GOYALSALT,OCCL,CHEMCRUX,LORDSCHLO,HINDCON,INDGELA,INFINIUM,GMPL,KANCHI,SAH,MITSU,IVP,DUCOL,VITAL,CAPRIHANS,BASANTGL,KESARPE,JOCIL,TIRUSTA,POLSON,ECOPLAST,RISHIROOP,SAMPANN,GUJCMDS,ALKALI,ISHANCH,MYSORPETRO,SAMRATPH,ARCHITORG,PROLIFE,BRIGHTBR,POLYLINK,ARABIAN,RCDL,SVCIND,NOL,AGARWALFT,HARDCAS,ARCL,SUCROSA,AEONXDIGI,AXELPOLY,KEMISTAR,CONTPTR,SANGINITA,VINYOFL,REXSEAL,SHHARICH,HINFLUR,TECILCHEM,TCMLMTD,VENLONENT,SRECR,JAYCH,AMCOIND,COMMAND,RITESHIN,VAMSHIRU,LINKPH,LIMECHM,MPL,PRATIKSH"
Bhagawati Oxygen Ltd,BHAGWOX,Commodity Chemicals,10.50087926,45.4,25.00209348,"SOLARINDS,LINDEINDIA,DEEPAKNTR,SUMICHEM,CASTROLIND,HSCL,PCBL,ACI,EPIGRAL,GULFOILLUB,GRWRHITECH,RAIN,GUJALKALI,NOCIL,GHCL,STYRENIX,TIDEWATER,SOTL,DDEVPLASTIK,INDIAGLYCO,POLYPLEX,BEPL,PREMEXPLN,TIRUMALCHM,KINGFA,REFEX,IOLCP,VIDHIING,MOL,RPEL,SIGACHI,GOCLCORP,DCW,SADHNANIQ,AGARIND,AMNPLST,JYOTIRES,ANDHRSUGAR,PLATIND,ULTRAMAR,ESTER,CHEMFAB,POCL,KAMOPAINTS,JGCHEM,VALIANTORG,TGVSL,SRHHYPOLTD,TUTIALKA,BODALCHEM,KOTHARIPET,TRANSPEK,ANDHRAPET,PRIMO,TNPETRO,NIKHILAD,INDOBORAX,NPL,DIAMINESQ,BHARATAGRI,RUBFILA,HIGREEN,DYNPRO,AMAL,MGEL,ROYALIND,MANORG,AAL,KELENRG,ALUFLUOR,GULFPETRO,HOCL,POEL,INDTONER,GOYALSALT,OCCL,CHEMCRUX,LORDSCHLO,HINDCON,INDGELA,INFINIUM,GMPL,KANCHI,SAH,MITSU,IVP,DUCOL,VITAL,CAPRIHANS,BASANTGL,KESARPE,JOCIL,TIRUSTA,POLSON,ECOPLAST,RISHIROOP,SAMPANN,GUJCMDS,ALKALI,ISHANCH,MYSORPETRO,SAMRATPH,ARCHITORG,PROLIFE,BRIGHTBR,POLYLINK,ARABIAN,RCDL,SVCIND,NOL,AGARWALFT,HARDCAS,ARCL,SUCROSA,AEONXDIGI,AXELPOLY,KEMISTAR,CONTPTR,SANGINITA,VINYOFL,REXSEAL,SHHARICH,HINFLUR,TECILCHEM,TCMLMTD,VENLONENT,SRECR,JAYCH,AMCOIND,COMMAND,RITESHIN,VAMSHIRU,LINKPH,LIMECHM,MPL,PRATIKSH,BHAGWOX"
Garodia Chemicals Ltd,GARODCH,Commodity Chemicals,4.4065224,6.12,-33.89632615,"SOLARINDS,LINDEINDIA,DEEPAKNTR,SUMICHEM,CASTROLIND,HSCL,PCBL,ACI,EPIGRAL,GULFOILLUB,GRWRHITECH,RAIN,GUJALKALI,NOCIL,GHCL,STYRENIX,TIDEWATER,SOTL,DDEVPLASTIK,INDIAGLYCO,POLYPLEX,BEPL,PREMEXPLN,TIRUMALCHM,KINGFA,REFEX,IOLCP,VIDHIING,MOL,RPEL,SIGACHI,GOCLCORP,DCW,SADHNANIQ,AGARIND,AMNPLST,JYOTIRES,ANDHRSUGAR,PLATIND,ULTRAMAR,ESTER,CHEMFAB,POCL,KAMOPAINTS,JGCHEM,VALIANTORG,TGVSL,SRHHYPOLTD,TUTIALKA,BODALCHEM,KOTHARIPET,TRANSPEK,ANDHRAPET,PRIMO,TNPETRO,NIKHILAD,INDOBORAX,NPL,DIAMINESQ,BHARATAGRI,RUBFILA,HIGREEN,DYNPRO,AMAL,MGEL,ROYALIND,MANORG,AAL,KELENRG,ALUFLUOR,GULFPETRO,HOCL,POEL,INDTONER,GOYALSALT,OCCL,CHEMCRUX,LORDSCHLO,HINDCON,INDGELA,INFINIUM,GMPL,KANCHI,SAH,MITSU,IVP,DUCOL,VITAL,CAPRIHANS,BASANTGL,KESARPE,JOCIL,TIRUSTA,POLSON,ECOPLAST,RISHIROOP,SAMPANN,GUJCMDS,ALKALI,ISHANCH,MYSORPETRO,SAMRATPH,ARCHITORG,PROLIFE,BRIGHTBR,POLYLINK,ARABIAN,RCDL,SVCIND,NOL,AGARWALFT,HARDCAS,ARCL,SUCROSA,AEONXDIGI,AXELPOLY,KEMISTAR,CONTPTR,SANGINITA,VINYOFL,REXSEAL,SHHARICH,HINFLUR,TECILCHEM,TCMLMTD,VENLONENT,SRECR,JAYCH,AMCOIND,COMMAND,RITESHIN,VAMSHIRU,LINKPH,LIMECHM,MPL,PRATIKSH,BHAGWOX,GARODCH"
Indo Gulf Industries Ltd,IGLFXPL-B,Commodity Chemicals,,0,0,"SOLARINDS,LINDEINDIA,DEEPAKNTR,SUMICHEM,CASTROLIND,HSCL,PCBL,ACI,EPIGRAL,GULFOILLUB,GRWRHITECH,RAIN,GUJALKALI,NOCIL,GHCL,STYRENIX,TIDEWATER,SOTL,DDEVPLASTIK,INDIAGLYCO,POLYPLEX,BEPL,PREMEXPLN,TIRUMALCHM,KINGFA,REFEX,IOLCP,VIDHIING,MOL,RPEL,SIGACHI,GOCLCORP,DCW,SADHNANIQ,AGARIND,AMNPLST,JYOTIRES,ANDHRSUGAR,PLATIND,ULTRAMAR,ESTER,CHEMFAB,POCL,KAMOPAINTS,JGCHEM,VALIANTORG,TGVSL,SRHHYPOLTD,TUTIALKA,BODALCHEM,KOTHARIPET,TRANSPEK,ANDHRAPET,PRIMO,TNPETRO,NIKHILAD,INDOBORAX,NPL,DIAMINESQ,BHARATAGRI,RUBFILA,HIGREEN,DYNPRO,AMAL,MGEL,ROYALIND,MANORG,AAL,KELENRG,ALUFLUOR,GULFPETRO,HOCL,POEL,INDTONER,GOYALSALT,OCCL,CHEMCRUX,LORDSCHLO,HINDCON,INDGELA,INFINIUM,GMPL,KANCHI,SAH,MITSU,IVP,DUCOL,VITAL,CAPRIHANS,BASANTGL,KESARPE,JOCIL,TIRUSTA,POLSON,ECOPLAST,RISHIROOP,SAMPANN,GUJCMDS,ALKALI,ISHANCH,MYSORPETRO,SAMRATPH,ARCHITORG,PROLIFE,BRIGHTBR,POLYLINK,ARABIAN,RCDL,SVCIND,NOL,AGARWALFT,HARDCAS,ARCL,SUCROSA,AEONXDIGI,AXELPOLY,KEMISTAR,CONTPTR,SANGINITA,VINYOFL,REXSEAL,SHHARICH,HINFLUR,TECILCHEM,TCMLMTD,VENLONENT,SRECR,JAYCH,AMCOIND,COMMAND,RITESHIN,VAMSHIRU,LINKPH,LIMECHM,MPL,PRATIKSH,BHAGWOX,GARODCH,IGLFXPL-B"
Pidilite Industries Ltd,PIDILITIND,Diversified Chemicals,158752.2333,3121.3,91.79719512,PIDILITIND
SRF Ltd,SRF,Diversified Chemicals,77808.55231,2624.9,58.25257901,"PIDILITIND,SRF"
PI Industries Ltd,PIIND,Diversified Chemicals,66940.32147,4412.65,39.8098849,"PIDILITIND,SRF,PIIND"
Godrej Industries Ltd,GODREJIND,Diversified Chemicals,32026.65278,951.05,534.0445687,"PIDILITIND,SRF,PIIND,GODREJIND"
Tata Chemicals Ltd,TATACHEM,Diversified Chemicals,28118.72418,1103.75,104.9206126,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM"
BASF India Ltd,BASF,Diversified Chemicals,26579.9801,6140.6,47.18870186,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF"
Atul Ltd,ATUL,Diversified Chemicals,23095.87913,7844.6,71.49984251,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL"
DCM Shriram Ltd,DCMSHRIRAM,Diversified Chemicals,16416.93939,1062.05,36.71871928,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM"
Sudarshan Chemical Industries Ltd,SUDARSCHEM,Diversified Chemicals,6791.193225,981,18.99900189,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM"
Vishnu Chemicals Ltd,VISHNU,Diversified Chemicals,2988.695364,456.1,29.56177412,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU"
Jubilant Industries Ltd,JUBLINDS,Diversified Chemicals,2257.202401,1498.1,80.21330493,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS"
Tanfac Industries Ltd,TANFACIND,Diversified Chemicals,2105.523,2110.8,40.12048399,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND"
Punjab Chemicals and Crop Protection Ltd,PUNJABCHEM,Diversified Chemicals,1614.868454,1316.95,30.13938883,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM"
Best Agrolife Ltd,BESTAGRO,Diversified Chemicals,1417.856834,599.65,13.34202347,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO"
Hp Adhesives Ltd,HPAL,Diversified Chemicals,951.8222546,103.6,46.27235073,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL"
DMCC Speciality Chemicals Ltd,DMCC,Diversified Chemicals,740.4666108,296.9,63.83332851,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL,DMCC"
Cochin Minerals and Rutile Ltd,COCHINM,Diversified Chemicals,246.60585,314.95,28.70848079,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL,DMCC,COCHINM"
Hindprakash Industries Ltd,HPIL,Diversified Chemicals,180.0211254,157.58,116.8968347,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL,DMCC,COCHINM,HPIL"
Ambani Orgochem Ltd,AMBANIORGO,Diversified Chemicals,68.4689923,97,22.44884993,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL,DMCC,COCHINM,HPIL,AMBANIORGO"
Padmanabh Industries Ltd,PADMAIND,Diversified Chemicals,3.464175,5.7,-57.73625,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL,DMCC,COCHINM,HPIL,AMBANIORGO,PADMAIND"
Speedage Commercials Ltd,ZSPEEDCO,Diversified Chemicals,0.929031033,9.5,0.07054146,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL,DMCC,COCHINM,HPIL,AMBANIORGO,PADMAIND,ZSPEEDCO"
PH Trading Ltd,PHTRADING,Diversified Chemicals,0.10272,2.14,0.642,"PIDILITIND,SRF,PIIND,GODREJIND,TATACHEM,BASF,ATUL,DCMSHRIRAM,SUDARSCHEM,VISHNU,JUBLINDS,TANFACIND,PUNJABCHEM,BESTAGRO,HPAL,DMCC,COCHINM,HPIL,AMBANIORGO,PADMAIND,ZSPEEDCO,PHTRADING"
Fertilisers And Chemicals Travancore Ltd,FACT,Fertilizers & Agro Chemicals,65480.44841,1011.95,447.9746077,FACT
Coromandel International Ltd,COROMANDEL,Fertilizers & Agro Chemicals,48112.55959,1633.7,29.29780329,"FACT,COROMANDEL"
UPL Ltd,UPL,Fertilizers & Agro Chemicals,42067.80524,560.45,-35.05650437,"FACT,COROMANDEL,UPL"
Bayer Cropscience Ltd,BAYERCROP,Fertilizers & Agro Chemicals,30950.71992,6886.8,41.79705593,"FACT,COROMANDEL,UPL,BAYERCROP"
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,Fertilizers & Agro Chemicals,20906.03686,521.8,16.38660986,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT"
Rashtriya Chemicals and Fertilizers Ltd,RCF,Fertilizers & Agro Chemicals,11936.32373,216.36,52.98439156,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF"
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,Fertilizers & Agro Chemicals,11798.81831,934.65,26.66339363,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,Fertilizers & Agro Chemicals,10336.54235,703.45,20.79787192,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC"
Gujarat State Fertilizers & Chemicals Ltd,GSFC,Fertilizers & Agro Chemicals,9587.767849,240.61,16.99838283,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC"
Dhanuka Agritech Ltd,DHANUKA,Fertilizers & Agro Chemicals,7907.839214,1735,33.07612186,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA"
Paradeep Phosphates Ltd,PARADEEP,Fertilizers & Agro Chemicals,7343.599936,90.13,73.5021513,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP"
National Fertilizers Ltd,NFL,Fertilizers & Agro Chemicals,7139.387455,145.53,47.58005635,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL"
Rallis India Ltd,RALLIS,Fertilizers & Agro Chemicals,6443.72667,331.35,43.57697079,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS"
Sharda Cropchem Ltd,SHARDACROP,Fertilizers & Agro Chemicals,5010.846292,555.4,157.1783655,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP"
Bharat Rasayan Ltd,BHARATRAS,Fertilizers & Agro Chemicals,4613.473085,10858.45,48.30356073,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS"
Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,Fertilizers & Agro Chemicals,4493.969303,361.15,246.5150468,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM"
India Pesticides Ltd,IPL,Fertilizers & Agro Chemicals,2522.311152,219.02,41.91974659,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL"
Astec Lifesciences Ltd,ASTEC,Fertilizers & Agro Chemicals,2377.450477,1212.35,-50.64871064,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC"
Insecticides (India) Ltd,INSECTICID,Fertilizers & Agro Chemicals,2360.427501,797.5,23.05555285,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID"
Madhya Bharat Agro Products Ltd,MBAPL,Fertilizers & Agro Chemicals,2028.738915,231.52,81.67225905,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL"
Madras Fertilizers Ltd,MADRASFERT,Fertilizers & Agro Chemicals,1863.942041,115.7,335.2413743,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL,MADRASFERT"
Krishana Phoschem Ltd,KRISHANA,Fertilizers & Agro Chemicals,1730.863662,279.95,42.80078294,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL,MADRASFERT,KRISHANA"
Southern Petrochemical Industries Corporation Ltd,SPIC,Fertilizers & Agro Chemicals,1723.815444,84.65,15.24690823,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL,MADRASFERT,KRISHANA,SPIC"
Excel Industries Ltd,EXCELINDUS,Fertilizers & Agro Chemicals,1626.773252,1294.1,95.74886708,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL,MADRASFERT,KRISHANA,SPIC,EXCELINDUS"
Mangalore Chemicals and Fertilisers Ltd,MANGCHEFER,Fertilizers & Agro Chemicals,1599.124919,134.93,10.33026433,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL,MADRASFERT,KRISHANA,SPIC,EXCELINDUS,MANGCHEFER"
Heranba Industries Ltd,HERANBA,Fertilizers & Agro Chemicals,1586.734034,396.55,45.99229084,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL,MADRASFERT,KRISHANA,SPIC,EXCELINDUS,MANGCHEFER,HERANBA"
NACL Industries Ltd,NACLIND,Fertilizers & Agro Chemicals,1360.398233,68.23,-23.10066621,"FACT,COROMANDEL,UPL,BAYERCROP,CHAMBLFERT,RCF,DEEPAKFERT,GNFC,GSFC,DHANUKA,PARADEEP,NFL,RALLIS,SHARDACROP,BHARATRAS,BHAGCHEM,IPL,ASTEC,INSECTICID,MBAPL,MADRASFERT,KRISHANA,SPIC,EXCELINDUS,MANGCHEFER,HERANBA,NACLIND"
