Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
IDBI Gold Exchange Traded Fund,LICMFGOLD,"Gold","95.11848704","6379.2",
Mirae Asset S&P 500 Top 50 ETF,MASPTOP50,"Equity","90.884969692","43.98",
Mirae Asset NYSE FANG+ ETF,MAFANG,"Equity","88.390709484","97.53",
Aditya BSL Nifty Bank ETF,ABSLBANETF,"Equity","86.96789971","52.26",
ICICI Prudential S&P BSE Liquid Rate ETF,LIQUIDIETF,"Equity","86.396236029","999.99",
Motilal Oswal Midcap 100 ETF,MOM100,"Equity","77.05321196","62.6",
Kotak Nifty PSU Bank ETF,PSUBANK,"Equity","74.910257103","740.84",
Invesco India Gold Exchange Traded Fund,IVZINGOLD,"Gold","74.215319455","6175.7",
Mirae Asset Nifty Financial Services ETF,BFSI,"Equity","70.75370617","23.97",
Axis NIFTY IT ETF,AXISTECETF,"Equity","54.986265108","432.33",
ICICI Prudential S&P BSE Sensex ETF,SENSEXIETF,"Equity","53.792091600000006","922.04",
Nippon India Nifty Pharma ETF,PHARMABEES,"Equity","45.057158312","22.19",
Nippon India Silver ETF,SILVERBEES,"Equity","43.024297066","82.34",
Nippon India ETF Nifty 50 Value 20,NV20BEES,"Equity","41.63824782","162.32",
UTI Nifty Bank ETF,UTIBANKETF,"Equity","39.20116296","52.8",
Mirae Asset Nifty India Manufacturing ETF,MAKEINDIA,"Equity","38.618346536000004","152.95",
Mirae Asset Nifty Midcap 150 ETF,MIDCAPETF,"Equity","38.500961536","21.96",
Axis Nifty 50 ETF,AXISNIFTY,"Equity","37.35465305","270.73",
Nippon India Nifty Auto ETF,AUTOBEES,"Equity","36.765885389","270.25",
DSP NIFTY 1D Rate Liquid ETF,LIQUIDETF,"Debt","35.335546641","999.99",
DSP Nifty50 Equal weight ETF,EQUAL50ADD,"Equity","31.948726656","329.59",
SBI Nifty 200 Quality 30 ETF,SBIETFQLTY,"Equity","31.730069844000003","237.15",
Motilal Oswal M50 ETF,MOM50,"Equity","31.504857428999998","255.3",
Nippon India ETF Nifty 5 yr Benchmark G-Sec,GILT5YBEES,"Debt","31.257184430000002","57.17",
Aditya BSL Nifty IT ETF,TECH,"Equity","29.57509189","42.48",
ICICI Prudential S&P BSE Midcap Select ETF,MIDSELIETF,"Equity","29.289530724000002","18.18",
SBI Nifty 10 yr Benchmark G-Sec ETF,SETF10GILT,"Debt","28.388294608000002","234.62",
Kotak Nifty IT ETF,IT,"Equity","27.800666394","43.09",
Axis NIFTY Healthcare ETF,AXISHCETF,"Equity","26.973934176","139.3",
HDFC Nifty IT ETF,HDFCNIFIT,"Equity","26.947385721","41.77",
SBI Nifty Next 50 ETF,SETFNN50,"Equity","24.859794348","784.28",
Aditya BSL Nifty Healthcare ETF,HEALTHY,"Equity","24.652576575","14.07",
HDFC Silver ETF,HDFCSILVER,"Equity","23.31605892","82.39",
Axis NIFTY India Consumption ETF,AXISCETF,"Equity","22.46870916","120.38",
ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,GSEC5IETF,"Debt","21.99720003","57.12",
Nippon India ETF Nifty IT,ITBEES,"Equity","21.450464595","43.6",
Nippon India ETF Nifty India Consumption,CONSUMBEES,"Equity","20.996392725","130.18",
DSP Silver ETF,SILVERADD,"Equity","20.802747875","82.32",
Indiabulls NIFTY50 Exchange Traded Fund,IBMFNIFTY,"Equity","20.204048429","202.26",
Nippon India ETF S&P BSE Sensex Next 50,SNXT50BEES,"Equity","20.010432868000002","88.97",
ICICI Prudential Nifty FMCG ETF,FMCGIETF,"Equity","19.692535094","65.22",
ICICI Prudential Nifty 100 ETF,NIF100IETF,"Equity","19.229981756999997","28.68",
Nippon India ETF Nifty Infrastructure BeES,INFRABEES,"Equity","18.095091273","984.62",
Aditya BSL Silver ETF,SILVER,"Equity","17.228399595","85.34",
ICICI Prudential Nifty Healthcare ETF,HEALTHIETF,"Equity","17.1837348","140.1",
ICICI Prudential Nifty Auto ETF,AUTOIETF,"Equity","17.035611191999998","26.99",
SBI Nifty Consumption ETF,SBIETFCON,"Equity","16.390346702","120.61",
DSP Nifty Midcap 150 Quality 50 ETF,MIDQ50ADD,"Equity","16.197496464","259.44",
HDFC Nifty50 Value 20 ETF,HDFCVALUE,"Equity","15.966448","145.77",
Tata Nifty India Digital Exchange Traded Fund,TNIDETF,"Equity","15.501888424","92.17",
HDFC Nifty 100 ETF,HDFCNIF100,"Equity","15.224317124999999","26.49",
Kotak Nifty Midcap 50 ETF,MIDCAP,"Equity","15.187976201999998","168.02",
Mirae Asset Hang Seng TECH ETF,MAHKTECH,"Equity","14.354740188","13.6",
ICICI Prudential Nifty50 Value 20 ETF,NV20IETF,"Equity","13.801773789","15.81",
ICICI Prudential Nifty India Consumption ETF,CONSUMIETF,"Equity","13.10207943","120.91",
DSP Nifty 50 ETF,NIFTY50ADD,"Equity","12.801381996","256.98",
HDFC Nifty Private Bank ETF,HDFCPVTBAN,"Equity","12.781170502","25.98",
Aditya BSL S&P BSE Sensex ETF,BSLSENETFG,"Equity","12.67263724","80.98",
Nippon IN ETF Nifty 8-13 yr G-Sec Long Term Gilt,LTGILTBEES,"Debt","12.591982437999999","26.26",
Quantum Nifty 50 ETF,QNIFTY,"Equity","12.214835948","2693",
Motilal Oswal S&P BSE Low Volatility ETF,MOLOWVOL,"Equity","12.120252429999999","39.21",
Kotak Nifty Alpha 50 ETF,ALPHA,"Equity","11.560360832","57.17",
Kotak Nifty 100 Low Volatility 30 ETF,LOWVOL1,"Equity","11.309675944999999","20.83",
Nippon India ETF Nifty 100,NIF100BEES,"Equity","11.262924036","272.89",
Nippon India ETF Hang Seng BeES,HNGSNGBEES,"Equity","10.982502","292.35",
Motilal Oswal Nasdaq Q50 ETF,MONQ50,"Equity","10.8938445","63.28",
HDFC Nifty100 Quality 30 ETF,HDFCQUAL,"Equity","10.5760902","61.6",
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,"Equity","9.508923105","126.28",
HDFC Nifty NEXT 50 ETF,HDFCNEXT50,"Equity","8.575619","74.94",
UTI S&P BSE Sensex Next 50 Exchange Traded Fund,UTISXN50,"Equity","8.33829663","90.75",
Axis Silver ETF,AXISILVER,"Equity","7.8703070319999995","85.29",
HDFC Nifty200 Momentum 30 ETF,HDFCMOMENT,"Equity","6.758470765","36.91",
ICICI Prudential Nifty Infrastructure ETF,INFRAIETF,"Equity","6.324786144","97.19",
Motilal Oswal S&P BSE Enhanced Value ETF,MOVALUE,"Equity","6.174690856","111.64",
ADITYA BSL Nifty 200 Momentum 30 ETF,MOMENTUM,"Equity","6.166183576","37.18",
Motilal Oswal S&P BSE Quality ETF,MOQUALITY,"Equity","5.722810688","216.16",
Motilal Oswal S&P BSE Healthcare ETF,MOHEALTH,"Equity","5.7107817","40.87",
HDFC Nifty100 Low Volatility 30 ETF,HDFCLOWVOL,"Equity","5.647267751999999","20.4",
Kotak Nifty MNC ETF,MNC,"Equity","5.40821454","31.55",
Kotak Nifty India Consumption ETF,CONS,"Equity","5.369101517","120.2",
ADITYA BSL Nifty 200 Quality 30 ETF,NIFTYQLITY,"Equity","5.3081630099999995","22.75",
Nippon India ETF Nifty 50 Shariah BeES,SHARIABEES,"Equity","3.899409808","580.72",
Edelweiss Nifty 50 ETF,NIFTYEES,"Equity","3.5215454999999998","20100",
Invesco India Nifty 50 ETF,IVZINNIFTY,"Equity","3.37218525","2807.2",
Nippon India ETF Nifty Dividend Opportunities 50,DIVOPPBEES,"Equity","3.13730683","87.22",
IDFC Nifty 50 ETF,IDFNIFTYET,"Equity","2.786231955","268.39",
Motilal Oswal Nifty 200 Momentum 30 ETF,MOMOMENTUM,"Equity","2.209998054","74.36",
Edelweiss ETF-Nifty Bank,EBANK,"Equity","1.7649299939999998","4531.74",
ICICI Prudential Nifty 200 Momentum 30 ETF,MOM30IETF,"Equity","0.6286160439999999","37.45",
BHARAT Bond ETF-April 2031-Growth,EBBETF0431,"Debt","0","1244.09",
BHARAT Bond ETF-April 2025-Growth,EBBETF0425,"Debt","0","1228.8",
HDFC Nifty Bank ETF,HDFCNIFBAN,"Equity","0","52.48",
ICICI Prudential Nifty Private Bank ETF,PVTBANIETF,"Equity","0","25.77",
ICICI Prudential Nifty Midcap 150 ETF,MIDCAPIETF,"Equity","0","22.27",
ICICI Pru Nifty Alpha Low- Volatility 30 ETF,ALPL30IETF,"Equity","0","30.8",
ICICI Prudential Nifty IT ETF,ITIETF,"Equity","0","43.46",
ICICI Prudential S&P BSE 500 ETF,BSE500IETF,"Equity","0","39.55",
ICICI Prudential Nifty Bank ETF,BANKIETF,"Equity","0","52.41",
Kotak Nifty 50 Value 20 ETF,NV20,"Equity","0","161.03",
LIC MF Nifty 100 ETF,LICNFNHGP,"Equity","0","278.79",
LIC MF Nifty 50 ETF,LICNETFN50,"Equity","0","274.04",
Mirae Asset Nifty Next 50 ETF,NEXT50,"Equity","0","754.04",
Tata Nifty 50 ETF,NETF,"Equity","0","265.93",
Tata Nifty Private Bank Exchange Traded Fund,NPBET,"Equity","0","264.52",
UTI Nifty 50 ETF,UTINIFTETF,"Equity","0","270.68",
SBI S&P BSE Sensex Next 50 ETF,SETFSN50,"Equity","0","910.48",
IDFC S&P BSE Sensex ETF,IDFSENSEXE,"Equity","0","873.2",
SBI S&P BSE 100 ETF,SETFBSE100,"Equity","0","287.16",
Nippon India ETF S&P BSE Sensex,SENSEXBEES,"Equity","0","922.23",
SBI S&P BSE Sensex ETF,SBISENSEX,"Equity","0","893.9",
SBI Nifty Private Bank ETF,SBIETFPB,"Equity","0","260.29",
SBI Nifty IT ETF,SBIETFIT,"Equity","0","435.13",
Axis NIFTY Bank ETF,AXISBNKETF,"Equity","0","525.2",
NipponETFNifty CPSE Bond Plus SDL Sep 2024 50:50,SDL24BEES,"Debt","0","122.82",
Mirae Asset Nifty 100 ESG Sector Leaders ETF,ESG,"Equity","0","42.11",
Motilal Oswal 5 Year G-Sec ETF,MOGSEC,"Debt","0","56.79",
ICICI Pru Nifty Financial Services Ex-Bank ETF,FINIETF,"Equity",,"25.85",
Kotak Silver ETF,SILVER1,"Equity",,"83.09",
ICICI Pru Nifty 10 yr Benchmark G-sec ETF,GSEC10IETF,"Debt",,"237.04",
BHARAT Bond ETF - April 2033,EBBETF0433,"Equity",,"1133.35",
ICICI Pru Nifty Commodities ETF,COMMOIETF,"Equity",,"97.43",
DSP Nifty Bank ETF,BANKETFADD,"Equity",,"52.26",
Kotak Nifty 1D Rate Liquid ETF,LIQUID1,"Debt",,"1000.68",
HDFC NIFTY Smallcap 250 ETF,HDFCSML250,"Equity",,"178.98",
HDFC NIFTY Midcap 150 ETF,HDFCMID150,"Equity",,"21.83",
HDFC S&P BSE 500 ETF,HDFCBSE500,"Equity",,"37.55",
Mirae Asset Gold ETF,GOLDETF,"Gold",,"69.07",
Aditya BSL CRISIL Overnight AI Index ETF,ABSLLIQUID,"Equity",,"999.99",
ICICI Prudential Nifty PSU Bank ETF,PSUBNKIETF,"Equity",,"73.98",
Axis S&P BSE Sensex ETF,AXSENSEX,"Equity",,"82.88",
Mirae Asset Nifty 100 Low Volatility 30 ETF,LOWVOL,"Equity",,"204.61",
Mirae Asset Nifty 8-13 yr G-Sec ETF,GSEC10YEAR,"Debt",,"26.55",
UTI Silver Exchange Traded Fund,SILVERETF,"Equity",,"84.55",
DSP Gold ETF,GOLDETFADD,"Gold",,"68.99",
Mirae Asset Silver ETF,SILVRETF,"Equity",,"83.52",
DSP Nifty IT ETF,ITETFADD,"Equity",,"41.45",
Mirae Asset Nifty Bank ETF,BANKETF,"Equity",,"519.54",
Mirae Asset Nifty 1D Rate Liquid ETF,LIQUID,"Debt",,"999.99",
DSP Nifty PSU Bank ETF,PSUBANKADD,"Equity",,"73.52",
DSP Nifty Private Bank ETF,PVTBANKADD,"Equity",,"25.94",
DSP S&P BSE Sensex ETF,SENSEXADD,"Equity",,"82.9",
ICICI Prudential Nifty 200 Quality 30 ETF Regular,QUAL30IETF,"Equity",,"22.51",
HDFC Nifty 1D Rate Liquid ETF,HDFCLIQUID,"Debt",,"999.99",
UTI Nifty Midcap 150 Exchange Traded Fund,NIFMID150,"Equity",,"218.71",
Navi NIFTY 50 ETF,NAVINIFTY,"Equity",,"251.29",
Motilal Oswal Nifty 500 ETF,MONIFTY500,"Equity",,"23.64",
Mirae Asset S&P BSE Sensex ETF,SENSEXETF,"Equity",,"82.58",
Mirae Asset Nifty 200 Alpha 30 ETF,ALPHAETF,"Equity",,"28.94",
Mirae Asset Nifty IT ETF,ITETF,"Equity",,"41.45",
SBI NIFTY 1D Rate ETF,LIQUIDSBI,"Debt",,"1000",
Edelweiss Gold ETF,EGOLD,"Gold",,"71.35",
Edelweiss Silver ETF,ESILVER,"Equity",,"85.85",
Baroda BNP Paribas Gold ETF,BBNPPGOLD,"Gold",,"69.35",
Tata Gold Exchange Traded Fund,TATAGOLD,"Gold",,"6.91",
Tata Silver Exchange Traded Fund,TATSILV,"Equity",,"8.33",
Zerodha Nifty 1D Rate Liquid ETF,LIQUIDCASE,"Debt",,"103.54",
Bajaj Finserv Nifty Bank ETF,BANKBETF,"Equity",,"51.91",
Bajaj Finserv Nifty 50 ETF,NIFTYBETF,"Equity",,"250.81",
UTI Nifty IT ETF,NIFITETF,"Equity",,"412.12",
UTI Nifty 10 yr Benchmark G-Sec ETF,NIF10GETF,"Debt",,"23.84",
UTI Nifty 5 yr Benchmark G-Sec ETF,NIF5GETF,"Debt",,"57.02",
HDFC NIFTY PSU BANK ETF,HDFCPSUBK,"Equity",,"73.93",
DSP Nifty Healthcare ETF,HEALTHADD,"Equity",,"138.25",
LIC MF Nifty Midcap 100 ETF,LICNMID100,"Equity",,"58.41",
Mirae Asset Nifty Smallcap 250 Momentum Ql 100 ETF,SMALLCAP,"Equity",,"53.41",
Zerodha Gold ETF,GOLDCASE,"Gold",,"11.18",
Motilal Oswal Nifty Smallcap 250 ETF,MOSMALL250,"Equity",,"17.89",
Motilal Oswal Nifty Realty ETF,MOREALTY,"Equity",,"108.42",
DSP S&P BSE Liquid Rate ETF,LIQUIDADD,"Equity",,"1022.96",
Aditya Birla Sun Life Nifty PSE ETF,ABSLPSE,"Equity",,"11.73",
Mirae Asset Nifty MidSmallcap400 Momentum Q100 ETF,MIDSMALL,"Equity",,"54.49",
Bajaj Finserv Nifty 1D Rate Liquid ETF,LIQUIDBETF,"Debt",,"1000",
Zerodha Nifty 100 ETF,TOP100CASE,"Equity",,"10.71",
Zerodha Nifty Midcap 150 ETF,MID150CASE,"Equity",,"10.71",
Baroda BNP Paribas Nifty Bank ETF,BBNPNBETF,"Equity",,"51.34",
SBI Silver ETF,SBISILVER,"Equity",,"83.98",
Shriram Nifty 1D Rate Liquid ETF,LIQUIDSHRI,"Debt",,"1005.1",
Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,ABGSEC,"Equity",,"101.29",
Mirae Asset Nifty EV and New Age Automotive ETF,EVINDIA,"Equity",,"33.71",
SBI Nifty50 Equal Weight ETF,SBINEQWETF,"Equity",,"32.03",
ICICI Prudential Nifty Oil & Gas ETF,OILIETF,"Equity",,"13.36",
