Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Trent Ltd,TRENT,"Retail - Apparel","205144.70399388002","5770.8","137.97733655762735"
Varun Beverages Ltd,VBL,"Soft Drinks","204760.5835209","1575.75","99.59608325310931"
Zomato Ltd,ZOMATO,"Online Services","203630.958170955","234.09","580.1451799742308"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","203556.465307546","163.06","-45.872499753809876"
Grasim Industries Ltd,GRASIM,"Cement","184124.9867294","2767","32.73629906523082"
Power Finance Corporation Ltd,PFC,"Specialized Finance","179146.0240416","542.85","9.0655621452182"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","177003.669699875","1767.25","93.46580368357161"
Vedanta Ltd,VEDL,"Metals - Diversified","174929.45526836","448.1","41.26667970473225"
Interglobe Aviation Ltd,INDIGO,"Airlines","170079.94537377","4404.3","20.811250581067007"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","168142.43346539","5678.9","36.69549627144534"
ABB India Ltd,ABB,"Heavy Electrical Equipments","164648.5692075","7769.8","132.56194936395462"
REC Limited,RECLTD,"Specialized Finance","164629.16448","625.2","11.638304055152677"
Ambuja Cements Ltd,AMBUJACEM,"Cement","163551.3989392","664","45.72574820976347"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","158752.2332942","3121.3","91.79719511859741"
Gail (India) Ltd,GAIL,"Gas Distribution","157144.4034677","239","15.874422779542218"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","153455.36364768","713.6","97.48830349451379"
Tata Motors Ltd,TATAMTRDVR,"Four Wheelers","151860.114896325","783.55",
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","151457.22658608","349.1","5.6390084823499524"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","151070.88456516","1544.45","64.07281557602832"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","150686.55989205","673.5","14.838656808670605"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","150380.158871225","1470.25","-268.2725160489257"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","148391.56856268","464.4","40.14651838016367"
Adani Energy Solutions Ltd,ADANIENSOL,"Power Infrastructure","142247.62693616","1275.2","125.07704957104659"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","138021.14663243998","5730.15","64.50158968900975"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","136150.3446932","4968.8","36.31237489883771"
Punjab National Bank,PNB,"Public Banks","135380.43628561002","122.95","14.865209535928711"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","133021.15141458","196.3","48.973253594941575"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","130554.7929582","4917.9","81.596745598875"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","129930.474747375","251.25","6.923207967621219"
JSW Energy Ltd,JSWENERGY,"Power Generation","126933.48445932","727.65","73.68244478717833"
Macrotech Developers Ltd,LODHA,"Real Estate","126722.3823488","1273.6","81.80387473294178"
Indian Overseas Bank,IOB,"Public Banks","125965.67527398402","66.64","47.2549669777781"
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","124913.8875186","1241.4","32.36530315289546"
Cipla Ltd,CIPLA,"Pharmaceuticals","124863.8610951","1546.2","30.295364873676185"
Rail Vikas Nigam Ltd,RVNL,"Specialized Finance","124162.946955","595.5","78.86015418204222"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","122772.01199988001","2584.2","72.80253562378356"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","119564.09468718001","1208.35","103.9389520287047"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","116848.14136548","1390.65","34.165523811126114"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","115505.506263875","428.75","19.135467059387523"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","115230.85966135","1838.05","90.67869594679583"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","114715.62983866499","6887.95","20.56609653071318"
Dabur India Ltd,DABUR,"FMCG - Personal Products","114048.23736735","643.5","61.892589797116116"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","112375.218714825","2989.25","15.255148215924903"
Vodafone Idea Ltd,IDEA,"Telecom Services","111450.00680736001","15.99","-3.56772455719115"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","111360.03230883999","728.6","78.0373174041107"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","110567.269834925","1419.85","12.316742007613346"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","108471.76352","3205","65.48724539055038"
IDBI Bank Ltd,IDBI,"Private Bank","107534.774152175","100.01","18.57859645689863"
Bharat Heavy Electricals Ltd,BHEL,"Heavy Electrical Equipments","107421.65450175","308.5","380.63090674562557"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","107399.99332535","5371.85","28.679537742794714"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","105940.83066147","734.7","124.53664205279708"
Cummins India Ltd,CUMMINSIND,"Industrial Machinery","105751.8","3815","61.46287879668482"
NHPC Ltd,NHPC,"Renewable Energy","105523.090626525","105.05","29.114476420096185"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","104754.45981995","9412.45","14.414673556970282"
Union Bank of India Ltd,UNIONBANK,"Public Banks","103252.20886","135.26","7.4836059163071615"
Mazagon Dock Shipbuilders Ltd,MAZDOCK,"Shipbuilding","103016.19285","5107.65","53.18419637371775"
United Spirits Ltd,UNITDSPR,"Alcoholic Beverages","102829.226842875","1413.75","73.03212133726917"
Canara Bank Ltd,CANBK,"Public Banks","102217.16904894","112.69","6.690235797675966"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","101878.855705425","6775.05","57.105701500765136"
Bosch Ltd,BOSCHLTD,"Auto Parts","101371.7052348","34370.7","40.69028428322563"
Adani Total Gas Ltd,ATGL,"Gas Distribution","100693.112149065","915.55","150.85110434316869"
Shree Cement Ltd,SHREECEM,"Cement","100190.8250838","27768.5","41.82110660090995"
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","99488.27017194","983.3","16.75332330349487"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","98903.42047997","2004.35","51.55005523846683"
Oil India Ltd,OIL,"Oil & Gas - Exploration & Production","97441.939719855","599.05","15.381278862189227"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","97004.886509725","10719.95","116.04426986676519"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","96427.74237048","6706.4","107.30886086187387"
Oracle Financial Services Software Ltd,OFSS,"Software Services","94612.70843024","10910.9","42.63062704123714"
Suzlon Energy Ltd,SUZLON,"Renewable Energy Equipment & Services","92691.199293132","67.98","140.36677412452795"
Colgate-Palmolive (India) Ltd,COLPAL,"FMCG - Personal Products","91773.39262428001","3374.2","69.33357958998221"
